#Mass	Ue	Um	Events
0.01	0.000111272
0.0101065	0.000107824
0.0102142	0.000104482
0.010323	0.000101244
0.010433	9.81068e-05
0.0105441	9.50665e-05
0.0106564	9.21203e-05
0.01077	8.92655e-05
0.0108847	8.66938e-05
0.0110007	8.40072e-05
0.0111178	8.14038e-05
0.0112363	7.8881e-05
0.011356	7.64365e-05
0.011477	7.40677e-05
0.0115992	7.19339e-05
0.0117228	6.97046e-05
0.0118477	6.75445e-05
0.0119739	6.54513e-05
0.0121014	6.34229e-05
0.0122304	6.15958e-05
0.0123606	5.96869e-05
0.0124923	5.78372e-05
0.0126254	5.60448e-05
0.0127599	5.44302e-05
0.0128958	5.27434e-05
0.0130332	5.11088e-05
0.0131721	4.96365e-05
0.0133124	4.80982e-05
0.0134542	4.66076e-05
0.0135975	4.52649e-05
0.0137424	4.38621e-05
0.0138888	4.25028e-05
0.0140367	4.12784e-05
0.0141863	3.99992e-05
0.0143374	3.87596e-05
0.0144901	3.76429e-05
0.0146445	3.64764e-05
0.0148005	3.54255e-05
0.0149582	3.43277e-05
0.0151175	3.33387e-05
0.0152786	3.23056e-05
0.0154413	3.13749e-05
0.0156058	3.04026e-05
0.0157721	2.95267e-05
0.0159401	2.86117e-05
0.0161099	2.77874e-05
0.0162815	2.69262e-05
0.016455	2.61505e-05
0.0166303	2.53972e-05
0.0168074	2.46101e-05
0.0169865	2.39011e-05
0.0171674	2.32125e-05
0.0173503	2.24932e-05
0.0175351	2.18452e-05
0.0177219	2.12158e-05
0.0179107	2.06046e-05
0.0181015	2.0011e-05
0.0182944	1.93909e-05
0.0184893	1.88323e-05
0.0186862	1.82897e-05
0.0188853	1.77628e-05
0.0190865	1.72511e-05
0.0192898	1.67541e-05
0.0194953	1.62714e-05
0.019703	1.58027e-05
0.0199129	1.5382e-05
0.020125	1.49388e-05
0.0203394	1.45085e-05
0.0205561	1.40905e-05
0.0207751	1.37154e-05
0.0209964	1.33202e-05
0.02122	1.29365e-05
0.0214461	1.25921e-05
0.0216746	1.22569e-05
0.0219055	1.19037e-05
0.0221388	1.15868e-05
0.0223747	1.12784e-05
0.022613	1.09534e-05
0.0228539	1.06618e-05
0.0230974	1.0378e-05
0.0233434	1.01017e-05
0.0235921	9.8549e-06
0.0238434	9.59254e-06
0.0240974	9.33716e-06
0.0243542	9.10904e-06
0.0246136	8.86653e-06
0.0248758	8.64991e-06
0.0251408	8.43858e-06
0.0254086	8.23242e-06
0.0256793	8.03129e-06
0.0259529	7.83507e-06
0.0262293	7.66086e-06
0.0265088	7.49052e-06
0.0267912	7.32396e-06
0.0270766	7.16111e-06
0.027365	7.00188e-06
0.0276565	6.86161e-06
0.0279512	6.72414e-06
0.0282489	6.58943e-06
0.0285499	6.47195e-06
0.028854	6.35657e-06
0.0291614	6.2573e-06
0.029472	6.15958e-06
0.029786	6.07703e-06
0.0301033	6.00909e-06
0.030424	5.95528e-06
0.0307481	5.90196e-06
0.0310757	5.8887e-06
0.0314067	5.87547e-06
0.0317413	5.90196e-06
0.0320794	5.96869e-06
0.0324212	6.09071e-06
0.0327666	6.31383e-06
0.0331156	6.69397e-06
0.0334684	7.47369e-06
0.0338249	1.04248e-05
0.0341853	2.32648e-05
0.0345494	2.25946e-05
0.0349175	2.18943e-05
0.0352895	2.12636e-05
0.0356654	2.06046e-05
0.0360454	2.0011e-05
0.0364293	1.93909e-05
0.0368174	1.88323e-05
0.0372096	1.82897e-05
0.037606	1.77229e-05
0.0380066	1.72123e-05
0.0384115	1.66789e-05
0.0388207	1.61984e-05
0.0392343	1.56964e-05
0.0396522	1.52442e-05
0.0400747	1.47718e-05
0.0405016	1.43462e-05
0.040933	1.39017e-05
0.0413691	1.35012e-05
0.0418098	1.31122e-05
0.0422552	1.27059e-05
0.0427053	1.23398e-05
0.0431603	1.19574e-05
0.0436201	1.16129e-05
0.0440848	1.1253e-05
0.0445544	1.09288e-05
0.045029	1.05902e-05
0.0455087	1.02851e-05
0.0459935	9.96633e-06
0.0464835	9.67921e-06
0.0469787	9.37925e-06
0.0474791	9.10904e-06
0.0479849	8.82675e-06
0.0484961	8.57246e-06
0.0490127	8.3068e-06
0.0495349	8.06749e-06
0.0500626	7.81747e-06
0.0505959	7.59226e-06
0.0511349	7.35697e-06
0.0516796	7.14503e-06
0.0522302	6.9236e-06
0.0527866	6.70904e-06
0.0533489	6.51576e-06
0.0539172	6.31383e-06
0.0544916	6.13194e-06
0.0550721	5.94191e-06
0.0556588	5.75776e-06
0.0562517	5.59189e-06
0.056851	5.4186e-06
0.0574566	5.25067e-06
0.0580687	5.09941e-06
0.0586873	4.94137e-06
0.0593125	4.78824e-06
0.0599443	4.65029e-06
0.0605829	4.50618e-06
0.0612283	4.36653e-06
0.0618806	4.23121e-06
0.0625398	4.10932e-06
0.063206	3.98197e-06
0.0638794	3.85856e-06
0.0645599	3.73899e-06
0.0652476	3.62311e-06
0.0659427	3.51874e-06
0.0666452	3.40969e-06
0.0673551	3.30402e-06
0.0680727	3.20163e-06
0.0687979	3.10241e-06
0.0695308	3.00627e-06
0.0702715	2.9131e-06
0.0710201	2.82282e-06
0.0717766	2.73534e-06
0.0725413	2.65057e-06
0.0733141	2.56843e-06
0.0740951	2.48883e-06
0.0748844	2.41171e-06
0.0756821	2.33697e-06
0.0764884	2.26454e-06
0.0773032	2.19436e-06
0.0781267	2.12636e-06
0.078959	2.06046e-06
0.0798002	1.99661e-06
0.0806503	1.93473e-06
0.0815094	1.87478e-06
0.0823778	1.81668e-06
0.0832553	1.76038e-06
