#Mass	Ue	Um	Ut	Events
0.795519	3.9452e-05
0.803994	2.21606e-05
0.812559	1.55778e-05
0.821215	1.20553e-05
0.829964	9.83e-06
0.838805	8.31848e-06
0.847741	7.20756e-06
0.856772	6.37267e-06
0.865899	5.71102e-06
0.875123	5.17885e-06
0.884446	4.74403e-06
0.893868	4.38991e-06
0.90339	4.08284e-06
0.913014	3.8165e-06
0.922741	3.59168e-06
0.932571	3.38581e-06
0.942505	3.21335e-06
0.952546	3.05482e-06
0.962693	2.91884e-06
0.972949	2.79362e-06
0.983313	2.6828e-06
0.993789	2.58073e-06
1.00438	2.48936e-06
1.01508	2.4024e-06
1.02589	2.32926e-06
1.03682	2.26184e-06
1.04786	2.19977e-06
1.05903	2.14271e-06
1.07031	2.09359e-06
1.08171	2.04877e-06
1.09323	2.00801e-06
1.10488	1.97415e-06
1.11665	1.94086e-06
1.12854	1.91109e-06
1.14057	1.8876e-06
1.15272	1.86728e-06
1.165	1.85004e-06
1.17741	1.83296e-06
1.18995	1.82166e-06
1.20263	1.81323e-06
1.21544	1.80763e-06
1.22839	1.80484e-06
1.24147	1.80484e-06
1.2547	1.81043e-06
1.26806	1.81604e-06
1.28157	1.8273e-06
1.29523	1.84148e-06
1.30902	1.85864e-06
1.32297	1.88177e-06
1.33706	1.91404e-06
1.35131	1.95036e-06
1.3657	1.99401e-06
1.38025	2.04769e-06
1.39495	2.11526e-06
1.40981	2.20449e-06
1.42483	2.3282e-06
1.44001	2.52504e-06
1.44001	4.4674e-06
1.42483	5.26286e-06
1.40981	6.03914e-06
1.39495	6.83418e-06
1.38025	7.66247e-06
1.3657	8.53819e-06
1.35131	9.46998e-06
1.33706	1.04673e-05
1.32297	1.15332e-05
1.30902	1.2672e-05
1.29523	1.39036e-05
1.28157	1.52121e-05
1.26806	1.66438e-05
1.2547	1.81591e-05
1.24147	1.98124e-05
1.22839	2.15858e-05
1.21544	2.34849e-05
1.20263	2.55511e-05
1.18995	2.77601e-05
1.17741	3.016e-05
1.165	3.27214e-05
1.15272	3.54504e-05
1.14057	3.84611e-05
1.12854	4.16104e-05
1.11665	4.50808e-05
1.10488	4.87036e-05
1.09323	5.26915e-05
1.08171	5.69259e-05
1.07031	6.14142e-05
1.05903	6.62564e-05
1.04786	7.138e-05
1.03682	7.67918e-05
1.02589	8.26139e-05
1.01508	8.8628e-05
1.00438	9.50798e-05
0.993789	0.000102159
0.983313	0.000109288
0.972949	0.000117178
0.962693	0.000125356
0.952546	0.000134104
0.942505	0.00014314
0.932571	0.000153129
0.922741	0.000163081
0.913014	0.000174069
0.90339	0.000185382
0.893868	0.000196985
0.884446	0.000209315
0.875123	0.000221917
0.865899	0.000232125
0.856772	0.000241171
0.847741	0.000248883
0.838805	0.000255116
0.829964	0.000258001
0.821215	0.000256266
0.812559	0.00024721
0.803994	0.000224932
0.795519	0.000174069
0.795519	3.9452e-05


