0		3.3 		19.9 	1 
0.00163664	3.11101         19.9    0.999635 
0.00327327	3.02672         19.9    0.997523 
0.00490991	3.00249         19.9    0.994954 
0.00654655	3.01051         19.9    0.992515 
0.00818318	3.03408         19.9    0.990429 
0.00981982	3.06365         19.9    0.988744 
0.0114565	3.09398         19.9    0.98744 
0.0130931	3.1224          19.9    0.986477 
0.0147297	3.14765         19.9    0.985814 
0.0163664	3.16923         19.9    0.985411 
0.018003	3.18701         19.9    0.985232 
0.0196396	3.20105         19.9    0.985245 
0.0212763	3.21153         19.9    0.985417 
0.0229129	3.21868         19.9    0.985714 
0.0245495	3.22282         19.9    0.986108 
0.0261862	3.22429         19.9    0.986569 
0.0278228	3.22351         19.9    0.987073 
0.0294595	3.22091         19.9    0.987597 
0.0310961	3.21692         19.9    0.988122 
0.0327327	3.212           19.9    0.988634 
0.0343694	3.20657         19.9    0.989118 
0.036006	3.201           19.9    0.989564 
0.0376426	3.19563         19.9    0.989964 
0.0392793	3.19071         19.9    0.990312 
0.0409159	3.18644         19.9    0.990601 
0.0425526	3.18296         19.9    0.990829 
0.0441892	3.18035         19.9    0.990993 
0.0458258	3.17862         19.9    0.991091 
0.0474625	3.17774         19.9    0.991122 
0.0490991	3.17765         19.9    0.991087 
0.0507357	3.17827         19.9    0.990988 
0.0523724	3.17948         19.9    0.990827 
0.054009	3.18118         19.9    0.990605 
0.0556456	3.18326         19.9    0.990328 
0.0572823	3.1856          19.9    0.989999 
0.0589189	3.18813         19.9    0.989623 
0.0605556	3.19077         19.9    0.989204 
0.0621922	3.19344         19.9    0.988748 
0.0638288	3.1961          19.9    0.988258 
0.0654655	3.19873         19.9    0.987741 
0.0671021	3.20129         19.9    0.9872 
0.0687387	3.20377         19.9    0.98664 
0.0703754	3.20618         19.9    0.986064 
0.072012	3.20852         19.9    0.985477 
0.0736486	3.21079         19.9    0.984882 
0.0752853	3.213           19.9    0.984282 
0.0769219	3.21515         19.9    0.983678 
0.0785586	3.21724         19.9    0.983074 
0.0801952	3.21929         19.9    0.982472 
0.0818318	3.22129         19.9    0.981873 
0.0834685	3.22324         19.9    0.981278 
0.0851051	3.22512         19.9    0.98069 
0.0867417	3.22694         19.9    0.98011 
0.0883784	3.22869         19.9    0.979538 
0.090015	3.23034         19.9    0.978977 
0.0916517	3.23191         19.9    0.978427 
0.0932883	3.23336         19.9    0.97789 
0.0949249	3.23471         19.9    0.977366 
0.0965616	3.23593         19.9    0.976858 
0.0981982	3.23702         19.9    0.976367 
0.0998348	3.23797         19.9    0.975893 
0.101471	3.23877         19.9    0.975439 
0.103108	3.23942         19.9    0.975004 
0.104745	3.2399          19.9    0.974591 
0.106381	3.24019         19.9    0.974201 
0.108018	3.2403          19.9    0.973833 
0.109655	3.24018         19.9    0.973489 
0.111291	3.23981         19.9    0.97317 
0.112928	3.23917         19.9    0.972874 
0.114565	3.23821         19.9    0.972604 
0.116201	3.23688         19.9    0.972357 
0.117838	3.23514         19.9    0.972134 
0.119474	3.23292         19.9    0.971933 
0.121111	3.23014         19.9    0.971754 
0.122748	3.22675         19.9    0.971595 
0.124384	3.22264         19.9    0.971454 
0.126021	3.21774         19.9    0.971329 
0.127658	3.21194         19.9    0.971218 
0.129294	3.20516         19.9    0.971117 
0.130931	3.19729         19.9    0.971025 
0.132568	3.18822         19.9    0.970939 
0.134204	3.17787         19.9    0.970854 
0.135841	3.16612         19.9    0.970769 
0.137477	3.15288         19.9    0.97068 
0.139114	3.13806         19.9    0.970585 
0.140751	3.12158         19.9    0.970479 
0.142387	3.10335         19.9    0.97036 
0.144024	3.08332         19.9    0.970226 
0.145661	3.06141         19.9    0.970074 
0.147297	3.03759         19.9    0.969901 
0.148934	3.01182         19.9    0.969706 
0.150571	2.98408         19.9    0.969487 
0.152207	2.95435         19.9    0.969243 
0.153844	2.92265         19.9    0.968972 
0.15548		2.88899         19.9    0.968675 
0.157117	2.85341         19.9    0.96835 
0.158754	2.81594         19.9    0.967998 
