0		0.5		19.9	1
0.00177678	0.441196        19.9    1.00419
0.00355355	0.403904        19.9    1.00665
0.00533033	0.381876        19.9    1.00803
0.00710711	0.368948        19.9    1.00884
0.00888388	0.360418        19.9    1.00943
0.0106607	0.353288        19.9    1.00998
0.0124374	0.346006        19.9    1.01056
0.0142142	0.338038        19.9    1.01117
0.015991	0.329463        19.9    1.01177
0.0177678	0.320662        19.9    1.01232
0.0195445	0.312098        19.9    1.01278
0.0213213	0.304195        19.9    1.01312
0.0230981	0.297274        19.9    1.01335
0.0248749	0.291534        19.9    1.01346
0.0266517	0.287054        19.9    1.01348
0.0284284	0.283808        19.9    1.01342
0.0302052	0.281692        19.9    1.01331
0.031982	0.280536        19.9    1.01317
0.0337588	0.280134        19.9    1.013
0.0355355	0.280257        19.9    1.01282
0.0373123	0.280671        19.9    1.01263
0.0390891	0.281154        19.9    1.01245
0.0408659	0.281502        19.9    1.01226
0.0426426	0.281545        19.9    1.01206
0.0444194	0.281148        19.9    1.01186
0.0461962	0.280219        19.9    1.01165
0.047973	0.278705        19.9    1.01143
0.0497497	0.276594        19.9    1.0112
0.0515265	0.273913        19.9    1.01095
0.0533033	0.270717        19.9    1.01071
0.0550801	0.267087        19.9    1.01045
0.0568569	0.263124        19.9    1.01019
0.0586336	0.258936        19.9    1.00993
0.0604104	0.254639        19.9    1.00967
0.0621872	0.250346        19.9    1.00941
0.063964	0.246161        19.9    1.00915
0.0657407	0.242181        19.9    1.00889
0.0675175	0.238485        19.9    1.00864
0.0692943	0.235139        19.9    1.00838
0.0710711	0.232191        19.9    1.00812
0.0728478	0.229675        19.9    1.00784
0.0746246	0.227608        19.9    1.00756
0.0764014	0.225993        19.9    1.00725
0.0781782	0.224821        19.9    1.00692
0.079955	0.224076        19.9    1.00657
0.0817317	0.223731        19.9    1.00618
0.0835085	0.223754        19.9    1.00575
0.0852853	0.22411         19.9    1.00528
0.0870621	0.224763        19.9    1.00477
0.0888388	0.225675        19.9    1.00422
0.0906156	0.226808        19.9    1.00361
0.0923924	0.228128        19.9    1.00295
0.0941692	0.229602        19.9    1.00224
0.0959459	0.231198        19.9    1.00147
0.0977227	0.23289         19.9    1.00065
0.0994995	0.234653        19.9    0.999777
0.101276	0.236464        19.9    0.998851
0.103053	0.238306        19.9    0.997873
0.10483		0.240161        19.9    0.996846
0.106607	0.242016        19.9    0.995771
0.108383	0.243857        19.9    0.99465
0.11016		0.245677        19.9    0.993487
0.111937	0.247465        19.9    0.992283
0.113714	0.249216        19.9    0.991042
0.11549		0.250924        19.9    0.989767
0.117267	0.252585        19.9    0.988462
0.119044	0.254196        19.9    0.987128
0.120821	0.255757        19.9    0.985769
0.122598	0.257265        19.9    0.984389
0.124374	0.258722        19.9    0.982988
0.126151	0.260128        19.9    0.981571
0.127928	0.261486        19.9    0.98014
0.129705	0.262798        19.9    0.978695
0.131481	0.264068        19.9    0.97724
0.133258	0.265299        19.9    0.975775
0.135035	0.266496        19.9    0.974302
0.136812	0.267662        19.9    0.972821
0.138589	0.268802        19.9    0.971333
0.140365	0.269922        19.9    0.969839
0.142142	0.271025        19.9    0.968339
0.143919	0.272117        19.9    0.966833
0.145696	0.273202        19.9    0.965321
0.147472	0.274283        19.9    0.963802
0.149249	0.275365        19.9    0.962278
0.151026	0.276452        19.9    0.960748
0.152803	0.277546        19.9    0.959211
0.15458		0.27865         19.9    0.957668
0.156356	0.279768        19.9    0.956119
0.158133	0.280901        19.9    0.954564
0.15991		0.28205         19.9    0.953003
0.161687	0.283219        19.9    0.951437
0.163463	0.284408        19.9    0.949866
0.16524		0.285618        19.9    0.948291
0.167017	0.28685         19.9    0.946712
0.168794	0.288106        19.9    0.945131
0.170571	0.289385        19.9    0.943548
0.172347	0.290689        19.9    0.941964
0.174124	0.292018        19.9    0.940381
0.175901	0.293373        19.9    0.938799
0.177678	0.294754        19.9    0.937221
0.179454	0.296162        19.9    0.935646
0.181231	0.297596        19.9    0.934076
0.183008	0.299057        19.9    0.932513
0.184785	0.300546        19.9    0.930957
0.186562	0.302061        19.9    0.929409
0.188338	0.303604        19.9    0.92787
0.190115	0.305173        19.9    0.926341
0.191892	0.306769        19.9    0.924822
0.193669	0.308392        19.9    0.923315
0.195445	0.310039        19.9    0.921819
0.197222	0.311712        19.9    0.920335
0.198999	0.313408        19.9    0.918863
0.200776	0.315126        19.9    0.917403
0.202553	0.316866        19.9    0.915955
0.204329	0.318625        19.9    0.914519
0.206106	0.320403        19.9    0.913094
0.207883	0.322197        19.9    0.911679
0.20966		0.324006        19.9    0.910275
0.211436	0.325828        19.9    0.90888
0.213213	0.327661        19.9    0.907494
0.21499		0.329502        19.9    0.906116
0.216767	0.331351        19.9    0.904744
0.218544	0.333204        19.9    0.903379
0.22032		0.335061        19.9    0.902018
0.222097	0.336918        19.9    0.900661
0.223874	0.338775        19.9    0.899307
0.225651	0.340629        19.9    0.897954
0.227427	0.342479        19.9    0.896601
0.229204	0.344324        19.9    0.895248
0.230981	0.346162        19.9    0.893892
0.232758	0.347992        19.9    0.892534
0.234535	0.349813        19.9    0.891172
0.236311	0.351624        19.9    0.889804
0.238088	0.353425        19.9    0.888431
0.239865	0.355215        19.9    0.88705
0.241642	0.356995        19.9    0.885661
0.243418	0.358764        19.9    0.884264
0.245195	0.360523        19.9    0.882858
0.246972	0.362271        19.9    0.881441
0.248749	0.364011        19.9    0.880014
0.250526	0.365742        19.9    0.878575
0.252302	0.367466        19.9    0.877125
0.254079	0.369184        19.9    0.875663
