0		0.5 		12.3		1          
0.0484985	0.219236        11.9027         0.953499 
0.0486887	0.217013        11.9022         0.953218 
0.0488789	0.214818        11.9017         0.952934 
0.0490691	0.212651        11.9012         0.952649 
0.0492593	0.210511        11.9007         0.952362 
0.0494494	0.208399        11.9002         0.952074 
0.0496396	0.206315        11.8996         0.951783 
0.0498298	0.204259        11.8991         0.95149 
0.05002		0.20223         11.8986         0.951196 
0.0502102	0.200229        11.898          0.950899 
0.0504004	0.198255        11.8974         0.950601 
0.0505906	0.196309        11.8969         0.9503 
0.0507808	0.19439         11.8963         0.949998 
0.050971	0.192498        11.8957         0.949694 
0.0511612	0.190634        11.8951         0.949388 
0.0513514	0.188796        11.8945         0.94908 
0.0515415	0.186986        11.8939         0.94877 
0.0517317	0.185202        11.8932         0.948458 
0.0519219	0.183445        11.8926         0.948144 
0.0521121	0.181715        11.8919         0.947829 
0.0523023	0.180011        11.8912         0.947511 
0.0524925	0.178334        11.8906         0.947192 
0.0526827	0.176682        11.8899         0.94687 
0.0528729	0.175057        11.8892         0.946547 
0.0530631	0.173457        11.8884         0.946222 
0.0532533	0.171883        11.8877         0.945895 
0.0534434	0.170335        11.887          0.945566 
0.0536336	0.168811        11.8862         0.945235 
0.0538238	0.167313        11.8854         0.944902 
0.054014	0.16584         11.8846         0.944568 
0.0542042	0.164391        11.8838         0.944231 
0.0543944	0.162967        11.883          0.943893 
0.0545846	0.161567        11.8822         0.943553 
0.0547748	0.160192        11.8813         0.94321 
0.054965	0.15884         11.8804         0.942866 
0.0551552	0.157512        11.8796         0.94252 
0.0553453	0.156207        11.8787         0.942172 
0.0555355	0.154925        11.8778         0.941823 
0.0557257	0.153667        11.8768         0.941471 
0.0559159	0.152431        11.8759         0.941118 
0.0561061	0.151217        11.8749         0.940762 
0.0562963	0.150026        11.874          0.940405 
0.0564865	0.148857        11.873          0.940046 
0.0566767	0.14771         11.872          0.939685 
0.0568669	0.146584        11.871          0.939322 
0.0570571	0.14548         11.8699         0.938957 
0.0572472	0.144396        11.8689         0.938591 
0.0574374	0.143333        11.8678         0.938222 
0.0576276	0.142291        11.8667         0.937852 
0.0578178	0.141269        11.8656         0.93748 
0.058008	0.140268        11.8645         0.937106 
0.0581982	0.139286        11.8634         0.93673 
0.0583884	0.138323        11.8622         0.936353 
0.0585786	0.13738         11.8611         0.935973 
0.0587688	0.136456        11.8599         0.935592 
0.058959	0.13555         11.8587         0.935209 
0.0591491	0.134663        11.8575         0.934824 
0.0593393	0.133794        11.8562         0.934437 
0.0595295	0.132944        11.855          0.934049 
0.0597197	0.132111        11.8537         0.933659 
0.0599099	0.131295        11.8525         0.933266 
0.0601001	0.130497        11.8512         0.932872 
0.0602903	0.129716        11.8499         0.932477 
0.0604805	0.128951        11.8486         0.932079 
0.0606707	0.128203        11.8472         0.93168 
0.0608609	0.127471        11.8459         0.931279 
0.0610511	0.126755        11.8445         0.930876 
0.0612412	0.126055        11.8431         0.930471 
0.0614314	0.12537         11.8417         0.930064 
0.0616216	0.124701        11.8403         0.929656 
0.0618118	0.124046        11.8389         0.929246 
0.062002	0.123406        11.8375         0.928834 
0.0621922	0.122781        11.836          0.928421 
