 0.001  2e-08  i
 0.01  2e-08  i
 0.0101067  1.97888e-08  i
 0.0102146  1.95798e-08  i
 0.0103237  1.9373e-08  i
 0.0104339  1.91684e-08  i
 0.0105452  1.89659e-08  i
 0.0106578  1.87656e-08  i
 0.0107716  1.85674e-08  i
 0.0108865  1.83713e-08  i
 0.0110028  1.81773e-08  i
 0.0111202  1.79853e-08  i
 0.0112389  1.77953e-08  i
 0.0113589  1.76074e-08  i
 0.0114801  1.74214e-08  i
 0.0116027  1.72374e-08  i
 0.0117265  1.70554e-08  i
 0.0118517  1.68752e-08  i
 0.0119782  1.6697e-08  i
 0.0121061  1.65206e-08  i
 0.0122353  1.63462e-08  i
 0.0123659  1.61735e-08  i
 0.0124979  1.60027e-08  i
 0.0126313  1.58337e-08  i
 0.0127661  1.56664e-08  i
 0.0129024  1.5501e-08  i
 0.0130401  1.53373e-08  i
 0.0131793  1.51753e-08  i
 0.01332  1.5015e-08  i
 0.0134622  1.48564e-08  i
 0.0136059  1.46995e-08  i
 0.0137511  1.45443e-08  i
 0.0138979  1.43906e-08  i
 0.0140463  1.42387e-08  i
 0.0141962  1.40883e-08  i
 0.0143477  1.39395e-08  i
 0.0145009  1.37922e-08  i
 0.0146557  1.36466e-08  i
 0.0148121  1.35024e-08  i
 0.0149702  1.33598e-08  i
 0.01513  1.32187e-08  i
 0.0152915  1.30791e-08  i
 0.0154548  1.2941e-08  i
 0.0156197  1.28043e-08  i
 0.0157865  1.26691e-08  i
 0.015955  1.25353e-08  i
 0.0161253  1.24029e-08  i
 0.0162974  1.22719e-08  i
 0.0164714  1.21423e-08  i
 0.0166472  1.2014e-08  i
 0.0168249  1.18871e-08  i
 0.0170045  1.17616e-08  i
 0.017186  1.16374e-08  i
 0.0173695  1.15145e-08  i
 0.0175549  1.13928e-08  i
 0.0177423  1.12725e-08  i
 0.0179317  1.11535e-08  i
 0.0181231  1.10357e-08  i
 0.0183165  1.09191e-08  i
 0.018512  1.08038e-08  i
 0.0187097  1.06897e-08  i
 0.0189094  1.05768e-08  i
 0.0191112  1.04651e-08  i
 0.0193152  1.03545e-08  i
 0.0195214  1.02452e-08  i
 0.0197298  1.0137e-08  i
 0.0199404  1.00299e-08  i
 0.0201532  9.92397e-09  i
 0.0203684  9.81915e-09  i
 0.0205858  9.71545e-09  i
 0.0208055  9.61284e-09  i
 0.0210276  9.51131e-09  i
 0.0212521  9.41085e-09  i
 0.0214789  9.31146e-09  i
 0.0217082  9.21311e-09  i
 0.0219399  9.11581e-09  i
 0.0221741  9.01953e-09  i
 0.0224108  8.92427e-09  i
 0.02265  8.83001e-09  i
 0.0228918  8.73675e-09  i
 0.0231362  8.64448e-09  i
 0.0233831  8.55318e-09  i
 0.0236327  8.46284e-09  i
 0.023885  8.37346e-09  i
 0.02414  8.28502e-09  i
 0.0243976  8.19752e-09  i
 0.0246581  8.11094e-09  i
 0.0249213  8.02527e-09  i
 0.0251873  7.94051e-09  i
 0.0254562  7.85665e-09  i
 0.0257279  7.77367e-09  i
 0.0260025  7.69156e-09  i
 0.0262801  7.61033e-09  i
 0.0265606  7.52995e-09  i
 0.0268441  7.45042e-09  i
 0.0271307  7.37173e-09  i
 0.0274203  7.29387e-09  i
 0.027713  7.21684e-09  i
 0.0280088  7.14061e-09  i
