
# Curve 0 of 1, 100 points
# Curve title: ""results/line_fullscan_Weyl_E.dat""
# x y type
 0.001  3.31131e-16  o
 0.0012045  1.84689e-17  o
 0.00145083  5.84375e-18  o
 0.00174753  5.95754e-18  o
 0.0021049  3.5005e-18  o
 0.00253536  5.42952e-18  o
 0.00305386  2.70423e-18  o
 0.00367838  1.52651e-18  o
 0.00443062  1.07739e-18  o
 0.0053367  9.02372e-19  o
 0.00642807  8.0262e-19  o
 0.00774264  5.49464e-19  o
 0.00932604  3.74263e-19  o
 0.0112332  2.8593e-19  o
 0.0135305  2.23124e-19  o
 0.0162975  1.84652e-19  o
 0.0196304  1.53104e-19  o
 0.0236449  1.10748e-19  o
 0.0284804  7.30379e-20  o
 0.0343047  4.70925e-20  o
 0.0413201  2.81506e-20  o
 0.0497702  1.66374e-20  o
 0.0599484  1.1432e-20  o
 0.0722081  8.57499e-21  o
 0.0869749  6.32478e-21  o
 0.104762  4.82438e-21  o
 0.126186  3.70593e-21  o
 0.151991  2.41749e-21  o
 0.183074  1.28742e-21  o
 0.220513  6.63277e-22  o
 0.265609  3.89471e-22  o
 0.319927  2.64428e-22  o
 0.385353  1.78162e-22  o
 0.464159  1.01961e-22  o
 0.559081  5.36514e-23  o
 0.673415  3.18011e-23  o
 0.811131  2.19295e-23  o
 0.97701  1.56459e-23  o
 1.17681  1.10709e-23  o
 1.41747  8.01759e-24  o
 1.70735  5.66832e-24  o
 2.05651  3.67751e-24  o
 2.47708  2.3774e-24  o
 2.98364  1.73184e-24  o
 3.59369  1.36845e-24  o
 4.32714  1.06298e-24  o
 5.19948  9.89419e-25  o
 6.18894  2.52168e-24  o
 7.15478  6.77982e-23  o
 7.77861  3.66933e-20  o
 7.74279  8.58389e-17  o
 7.06806  5.10489e-14  o
 6.08832  1.82732e-12  o
 5.10695  7.6482e-12  o
 4.24847  1.28029e-11  o
 3.52812  1.70973e-11  o
 2.92918  2.22469e-11  o
 2.43186  2.90211e-11  o
 2.01898  3.78205e-11  o
 1.67619  4.86418e-11  i
 1.3916  6.04974e-11  i
 1.15533  7.19853e-11  i
 0.959178  8.39664e-11  i
 0.796326  9.97247e-11  i
 0.661124  1.22591e-10  i
 0.548877  1.51987e-10  i
 0.455687  1.8064e-10  i
 0.378319  2.08974e-10  i
 0.314087  2.50614e-10  i
 0.260761  3.05372e-10  i
 0.216488  3.52942e-10  i
 0.179732  3.90429e-10  i
 0.149217  4.4108e-10  i
 0.123883  5.21629e-10  i
 0.102849  6.32059e-10  i
 0.0853874  7.63845e-10  i
 0.0708902  9.05013e-10  i
 0.0588542  1.05984e-09  i
 0.0488618  1.25815e-09  i
 0.040566  1.52827e-09  i
 0.0336786  1.88603e-09  i
 0.0279605  2.32761e-09  i
 0.0232133  2.80217e-09  i
 0.0192721  3.28521e-09  i
 0.016  3.87269e-09  i
 0.0132835  4.62416e-09  i
 0.0110282  5.66751e-09  i
 0.00915582  7.1654e-09  o
 0.00760132  9.0972e-09  o
 0.00631075  1.10347e-08  o
 0.00523929  1.24442e-08  o
 0.00434975  1.40508e-08  o
 0.00361124  1.69534e-08  o
 0.00299812  2.10004e-08  o
 0.00248909  2.62491e-08  o
 0.00206648  3.1442e-08  o
 0.00171563  3.65538e-08  o
 0.00142435  4.56531e-08  o
 0.00118252  5.79456e-08  o
 0.001  3.31131e-16  o

