
# Curve 0 of 1, 1000 points
# Curve title: ""results/line_fullscan_TwoThree_T.dat""
# x y type
0.00127057 1.8197e-05  o
0.00143426 0.000125143  o
0.00156087 0.000340922  o
0.00166617 0.00048823  o
0.00176243 0.000527051  o
0.0018573 0.000460542  o
0.00195494 0.000328081  o
0.00205707 0.000199668  o
0.00216383 0.000112397  o
0.00227483 6.32756e-05  o
0.00238986 3.76569e-05  o
0.00250924 2.43982e-05  o
0.00263379 1.7382e-05  o
0.00276444 1.36e-05  o
0.00290183 1.16056e-05  o
0.00304594 1.06862e-05  o
0.00319597 1.04604e-05  o
0.00335035 1.06733e-05  o
0.00350701 1.10817e-05  o
0.00366365 1.13996e-05  o
0.00381805 1.13172e-05  o
0.00396831 1.06026e-05  o
0.00411301 9.22673e-06  o
0.00425129 7.40388e-06  o
0.00438275 5.48613e-06  o
0.00450746 3.78863e-06  o
0.00462576 2.47558e-06  o
0.00473821 1.55927e-06  o
0.00484549 9.65436e-07  o
0.00494829 5.98563e-07  o
0.00504732 3.77535e-07  o
0.00514324 2.45242e-07  o
0.00523667 1.65453e-07  o
0.00532817 1.16479e-07  o
0.00541824 8.56977e-08  o
0.00550732 6.5826e-08  o
0.0055958 5.26377e-08  o
0.00568404 4.36439e-08  o
0.00577232 3.7348e-08  o
0.0058609 3.28281e-08  o
0.00595001 2.95008e-08  o
0.00603981 2.69873e-08  o
0.00613046 2.50354e-08  o
0.0062221 2.3474e-08  o
0.00631481 2.21853e-08  o
0.0064087 2.10878e-08  o
0.00650382 2.01257e-08  o
0.00660025 1.92616e-08  o
0.00669802 1.84714e-08  o
0.00679718 1.77404e-08  o
0.00689776 1.70604e-08  o
0.00699981 1.64274e-08  o
0.00710335 1.58395e-08  o
0.0072084 1.52958e-08  o
0.007315 1.47954e-08  o
0.00742317 1.43364e-08  o
0.00753294 1.39161e-08  o
0.00764432 1.35307e-08  o
0.00775735 1.31752e-08  o
0.00787205 1.28439e-08  o
0.00798845 1.25307e-08  o
0.00810656 1.22294e-08  o
0.00822643 1.19342e-08  o
0.00834806 1.16397e-08  o
0.00847149 1.1342e-08  o
0.00859675 1.10379e-08  o
0.00872386 1.07259e-08  o
0.00885285 1.04057e-08  o
0.00898375 1.00783e-08  o
0.00911658 9.74565e-09  o
0.00925138 9.41036e-09  o
0.00938816 9.07551e-09  o
0.00952698 8.74428e-09  o
0.00966784 8.41963e-09  o
0.00981079 8.10415e-09  o
0.00995585 7.7999e-09  o
0.0101031 7.50834e-09  i
0.0102524 7.23032e-09  i
0.010404 6.96609e-09  i
0.0105579 6.71544e-09  i
0.010714 6.47774e-09  i
0.0108724 6.25206e-09  i
0.0110331 6.03731e-09  i
0.0111963 5.8323e-09  i
0.0113618 5.63586e-09  i
0.0115298 5.44689e-09  i
0.0117003 5.26443e-09  i
0.0118733 5.0877e-09  i
0.0120488 4.91607e-09  i
0.012227 4.74913e-09  i
0.0124078 4.5866e-09  i
0.0125912 4.42837e-09  i
0.0127774 4.27443e-09  i
0.0129663 4.12486e-09  i
0.013158 3.97978e-09  i
0.0133526 3.83933e-09  i
0.01355 3.70363e-09  i
0.0137504 3.57279e-09  i
0.0139537 3.44688e-09  i
0.01416 3.32591e-09  i
0.0143694 3.20985e-09  i
0.0145818 3.09861e-09  i
0.0147974 2.99206e-09  i
0.0150162 2.89005e-09  i
0.0152382 2.79237e-09  i
0.0154636 2.69882e-09  i
0.0156922 2.60916e-09  i
0.0159242 2.52317e-09  i
0.0161597 2.44061e-09  i
0.0163986 2.36127e-09  i
0.0166411 2.28494e-09  i
0.0168871 2.21142e-09  i
0.0171368 2.14055e-09  i
0.0173902 2.07217e-09  i
0.0176473 2.00616e-09  i
0.0179082 1.94239e-09  i
0.018173 1.88078e-09  i
0.0184417 1.82124e-09  i
0.0187144 1.76372e-09  i
0.0189911 1.70815e-09  i
0.0192719 1.65449e-09  i
0.0195569 1.6027e-09  i
0.019846 1.55274e-09  i
0.0201395 1.50457e-09  i
0.0204372 1.45816e-09  i
0.0207394 1.41347e-09  i
0.0210461 1.37044e-09  i
0.0213573 1.32904e-09  i
0.021673 1.28921e-09  i
0.0219935 1.2509e-09  i
0.0223187 1.21404e-09  i
0.0226487 1.17857e-09  i
0.0229836 1.14442e-09  i
0.0233234 1.11153e-09  i
0.0236683 1.07982e-09  i
0.0240182 1.04922e-09  i
0.0243733 1.01967e-09  i
0.0247337 9.91098e-10  i
0.0250994 9.63436e-10  i
0.0254705 9.36624e-10  i
0.0258471 9.10604e-10  i
0.0262293 8.8532e-10  i
0.0266171 8.60722e-10  i
0.0270107 8.36767e-10  i
0.0274101 8.13413e-10  i
0.0278153 7.90625e-10  i
0.0282266 7.68374e-10  i
0.028644 7.46634e-10  i
0.0290675 7.25384e-10  i
0.0294973 7.0461e-10  i
0.0299334 6.84298e-10  i
0.030376 6.6444e-10  i
0.0308251 6.45033e-10  i
0.0312809 6.26074e-10  i
0.0317434 6.07562e-10  i
0.0322128 5.895e-10  i
0.0326891 5.71891e-10  i
0.0331724 5.54739e-10  i
0.0336629 5.38048e-10  i
0.0341606 5.2182e-10  i
0.0346657 5.0606e-10  i
0.0351783 4.90769e-10  i
0.0356984 4.75949e-10  i
0.0362262 4.61597e-10  i
0.0367619 4.47713e-10  i
0.0373054 4.34292e-10  i
0.037857 4.21328e-10  i
0.0384167 4.08814e-10  i
0.0389848 3.96741e-10  i
0.0395612 3.85099e-10  i
0.0401461 3.73876e-10  i
0.0407397 3.6306e-10  i
0.0413421 3.52638e-10  i
0.0419534 3.42594e-10  i
0.0425737 3.32914e-10  i
0.0432032 3.23583e-10  i
0.043842 3.14587e-10  i
0.0444902 3.0591e-10  i
0.045148 2.97537e-10  i
0.0458156 2.89453e-10  i
0.046493 2.81645e-10  i
0.0471804 2.74097e-10  i
0.047878 2.66798e-10  i
0.0485859 2.59734e-10  i
0.0493043 2.52891e-10  i
0.0500333 2.46259e-10  i
0.0507731 2.39826e-10  i
0.0515238 2.3358e-10  i
0.0522856 2.27512e-10  i
0.0530587 2.2161e-10  i
0.0538432 2.15865e-10  i
0.0546394 2.10267e-10  i
0.0554472 2.04808e-10  i
0.0562671 1.99479e-10  i
0.057099 1.94271e-10  i
0.0579433 1.89178e-10  i
0.0588 1.84191e-10  i
0.0596694 1.79305e-10  i
0.0605517 1.74513e-10  i
0.061447 1.69809e-10  i
0.0623555 1.6519e-10  i
0.0632775 1.6065e-10  i
0.0642131 1.56186e-10  i
0.0651625 1.51796e-10  i
0.066126 1.47478e-10  i
0.0671037 1.43229e-10  i
0.0680959 1.3905e-10  i
0.0691028 1.34941e-10  i
0.0701245 1.30901e-10  i
0.0711614 1.26932e-10  i
0.0722135 1.23036e-10  i
0.0732813 1.19214e-10  i
0.0743648 1.15468e-10  i
0.0754643 1.11802e-10  i
0.0765801 1.08216e-10  i
0.0777124 1.04713e-10  i
0.0788615 1.01296e-10  i
0.0800275 9.7967e-11  i
0.0812108 9.47275e-11  i
0.0824115 9.15793e-11  i
0.0836301 8.85237e-11  i
0.0848666 8.55616e-11  i
0.0861214 8.26935e-11  i
0.0873948 7.99196e-11  i
0.088687 7.72396e-11  i
0.0899983 7.4653e-11  i
0.091329 7.21588e-11  i
0.0926794 6.97555e-11  i
0.0940497 6.74417e-11  i
0.0954403 6.52152e-11  i
0.0968515 6.3074e-11  i
0.0982835 6.10157e-11  i
0.0997367 5.90376e-11  i
0.101211 5.71371e-11  i
0.102708 5.53114e-11  i
0.104226 5.35574e-11  i
0.105768 5.18725e-11  i
0.107331 5.02534e-11  i
0.108918 4.86975e-11  i
0.110529 4.72016e-11  i
0.112163 4.57631e-11  i
0.113822 4.4379e-11  i
0.115504 4.30467e-11  i
0.117212 4.17636e-11  i
0.118945 4.05272e-11  i
0.120704 3.93351e-11  i
0.122489 3.8185e-11  i
0.1243 3.70748e-11  i
0.126138 3.60023e-11  i
0.128003 3.49657e-11  i
0.129895 3.39631e-11  i
0.131816 3.29929e-11  i
0.133765 3.20536e-11  i
0.135743 3.11435e-11  i
0.13775 3.02615e-11  i
0.139787 2.94062e-11  i
0.141853 2.85764e-11  i
0.143951 2.77712e-11  i
0.146079 2.69896e-11  i
0.148239 2.62307e-11  i
0.150431 2.54936e-11  i
0.152655 2.47777e-11  i
0.154912 2.40822e-11  i
0.157203 2.34066e-11  i
0.159527 2.27502e-11  i
0.161886 2.21126e-11  i
0.16428 2.14932e-11  i
0.166709 2.08916e-11  i
0.169173 2.03073e-11  i
0.171675 1.974e-11  i
0.174213 1.91891e-11  i
0.176789 1.86543e-11  i
0.179403 1.81351e-11  i
0.182056 1.76312e-11  i
0.184747 1.71422e-11  i
0.187479 1.66676e-11  i
0.190251 1.62069e-11  i
0.193064 1.57599e-11  i
0.195919 1.5326e-11  i
0.198816 1.49048e-11  i
0.201755 1.44959e-11  i
0.204738 1.40987e-11  i
0.207766 1.37129e-11  i
0.210838 1.33381e-11  i
0.213955 1.29737e-11  i
0.217118 1.26194e-11  i
0.220329 1.22747e-11  i
0.223586 1.19392e-11  i
0.226892 1.16126e-11  i
0.230247 1.12945e-11  i
0.233651 1.09844e-11  i
0.237106 1.06822e-11  i
0.240612 1.03875e-11  i
0.24417 1.00999e-11  i
0.24778 9.81938e-12  i
0.251444 9.54555e-12  i
0.255161 9.27824e-12  i
0.258934 9.01727e-12  i
0.262763 8.76248e-12  i
0.266648 8.51372e-12  i
0.27059 8.27086e-12  i
0.274591 8.0338e-12  i
0.278651 7.80244e-12  i
0.282771 7.57669e-12  i
0.286952 7.35647e-12  i
0.291195 7.14171e-12  i
0.295501 6.93234e-12  i
0.29987 6.72831e-12  i
0.304304 6.52955e-12  i
0.308803 6.33599e-12  i
0.313369 6.14757e-12  i
0.318002 5.96423e-12  i
0.322704 5.7859e-12  i
0.327476 5.6125e-12  i
0.332318 5.44396e-12  i
0.337231 5.28019e-12  i
0.342218 5.12111e-12  i
0.347278 4.96664e-12  i
0.352412 4.81668e-12  i
0.357623 4.67114e-12  i
0.362911 4.52992e-12  i
0.368277 4.39292e-12  i
0.373722 4.26004e-12  i
0.379248 4.13119e-12  i
0.384855 4.00624e-12  i
0.390546 3.88512e-12  i
0.39632 3.7677e-12  i
0.40218 3.65389e-12  i
0.408127 3.54358e-12  i
0.414161 3.43668e-12  i
0.420285 3.33308e-12  i
0.426499 3.23269e-12  i
0.432805 3.1354e-12  i
0.439204 3.04113e-12  i
0.445698 2.94977e-12  i
0.452288 2.86124e-12  i
0.458976 2.77544e-12  i
0.465762 2.6923e-12  i
0.472649 2.61171e-12  i
0.479637 2.53361e-12  i
0.486729 2.4579e-12  i
0.493926 2.38451e-12  i
0.501229 2.31337e-12  i
0.50864 2.2444e-12  i
0.516161 2.17753e-12  i
0.523792 2.11269e-12  i
0.531537 2.04982e-12  i
0.539396 1.98886e-12  i
0.547372 1.92974e-12  i
0.555465 1.87241e-12  i
0.563678 1.81681e-12  i
0.572012 1.76289e-12  i
0.58047 1.7106e-12  i
0.589053 1.65989e-12  i
0.597762 1.61072e-12  i
0.606601 1.56303e-12  i
0.61557 1.5168e-12  i
0.624671 1.47197e-12  i
0.633908 1.42851e-12  i
0.643281 1.38638e-12  i
0.652792 1.34554e-12  i
0.662444 1.30596e-12  i
0.672239 1.26759e-12  i
0.682178 1.23041e-12  i
0.692265 1.19438e-12  i
0.702501 1.15947e-12  i
0.712888 1.12563e-12  i
0.723428 1.09285e-12  i
0.734125 1.06107e-12  i
0.744979 1.03029e-12  i
0.755994 1.00045e-12  i
0.767172 9.71532e-13  i
0.778516 9.435e-13  i
0.790027 9.16323e-13  i
0.801708 8.89971e-13  i
0.813562 8.64414e-13  i
0.825591 8.39621e-13  i
0.837798 8.15564e-13  i
0.850185 7.92214e-13  i
0.862756 7.69544e-13  i
0.875512 7.47528e-13  i
0.888458 7.2614e-13  i
0.901594 7.05356e-13  i
0.914925 6.85153e-13  i
0.928453 6.65509e-13  i
0.942181 6.46404e-13  i
0.956112 6.27818e-13  i
0.970249 6.09733e-13  i
0.984594 5.92133e-13  i
0.999152 5.75002e-13  i
1.01393 5.58326e-13  i
1.02892 5.42092e-13  i
1.04413 5.26288e-13  i
1.05957 5.10904e-13  i
1.07524 4.9593e-13  i
1.09113 4.81357e-13  i
1.10727 4.67177e-13  i
1.12364 4.53383e-13  i
1.14025 4.39968e-13  i
1.15711 4.26925e-13  i
1.17422 4.14248e-13  i
1.19158 4.01932e-13  i
1.2092 3.8997e-13  i
1.22708 3.78358e-13  i
1.24522 3.6709e-13  i
1.26364 3.56159e-13  i
1.28232 3.45559e-13  i
1.30128 3.35285e-13  i
1.32052 3.2533e-13  i
1.34004 3.15687e-13  i
1.35986 3.06349e-13  i
1.37996 2.97309e-13  i
1.40037 2.8856e-13  i
1.42107 2.80093e-13  i
1.44209 2.719e-13  i
1.46341 2.63974e-13  i
1.48505 2.56305e-13  i
1.507 2.48886e-13  i
1.52928 2.41707e-13  i
1.5519 2.34761e-13  i
1.57484 2.28038e-13  i
1.59813 2.21531e-13  i
1.62176 2.1523e-13  i
1.64574 2.09129e-13  i
1.67007 2.03218e-13  i
1.69476 1.97491e-13  i
1.71982 1.9194e-13  i
1.74525 1.86559e-13  i
1.77105 1.8134e-13  i
1.79723 1.76277e-13  i
1.82381 1.71366e-13  i
1.85077 1.666e-13  i
1.87813 1.61974e-13  i
1.9059 1.57486e-13  i
1.93407 1.5313e-13  i
1.96266 1.48904e-13  i
1.99167 1.44806e-13  i
2.0211 1.40833e-13  o
2.05097 1.36984e-13  o
2.08128 1.33259e-13  o
2.11203 1.29657e-13  o
2.14323 1.26179e-13  o
2.17488 1.22826e-13  o
2.20699 1.19602e-13  o
2.23957 1.16508e-13  o
2.27261 1.13548e-13  o
2.30613 1.10727e-13  o
2.34012 1.08051e-13  o
2.37459 1.05525e-13  o
2.40955 1.03158e-13  o
2.44499 1.00958e-13  o
2.48091 9.89361e-14  o
2.51732 9.71025e-14  o
2.55422 9.54712e-14  o
2.59159 9.40572e-14  o
2.62944 9.28784e-14  o
2.66776 9.19551e-14  o
2.70655 9.13111e-14  o
2.74579 9.09744e-14  o
2.78546 9.09781e-14  o
2.82557 9.13614e-14  o
2.86608 9.21713e-14  o
2.90697 9.34647e-14  o
2.94823 9.53106e-14  o
2.98982 9.77936e-14  o
3.0317 1.01018e-13  o
3.07385 1.05114e-13  o
3.11621 1.10244e-13  o
3.15874 1.16612e-13  o
3.20139 1.24479e-13  o
3.24409 1.34179e-13  o
3.28679 1.46142e-13  o
3.32941 1.60927e-13  o
3.37188 1.7927e-13  o
3.41411 2.02139e-13  o
3.45602 2.30831e-13  o
3.4975 2.67087e-13  o
3.53847 3.13271e-13  o
3.57881 3.72622e-13  o
3.61842 4.49616e-13  o
3.65717 5.50495e-13  o
3.69495 6.84042e-13  o
3.73164 8.6273e-13  o
3.76711 1.10442e-12  o
3.80123 1.43492e-12  o
3.83388 1.89179e-12  o
3.86493 2.53018e-12  o
3.89425 3.43159e-12  o
3.92172 4.7173e-12  o
3.94723 6.56886e-12  o
3.97065 9.25947e-12  o
3.99188 1.3202e-11  o
4.01083 1.90225e-11  o
4.02739 2.76729e-11  o
4.0415 4.06018e-11  o
4.05307 6.00147e-11  o
4.06206 8.92649e-11  o
4.06841 1.3344e-10  o
4.0721 2.00226e-10  o
4.0731 3.01183e-10  o
4.07141 4.5357e-10  o
4.06704 6.82965e-10  o
4.06001 1.0269e-09  o
4.05035 1.53985e-09  o
4.03813 2.29993e-09  o
4.02338 3.41756e-09  o
4.0062 5.04646e-09  o
3.98666 7.39709e-09  o
3.96486 1.07524e-08  o
3.94089 1.54853e-08  o
3.91488 2.20773e-08  o
3.88692 3.11359e-08  o
3.85714 4.341e-08  o
3.82568 5.97991e-08  o
3.79264 8.13552e-08  o
3.75816 1.09273e-07  o
3.72237 1.44867e-07  o
3.68539 1.89538e-07  o
3.64735 2.44716e-07  o
3.60837 3.11807e-07  o
3.56856 3.92116e-07  o
3.52805 4.86777e-07  o
3.48694 5.96685e-07  o
3.44534 7.22435e-07  o
3.40335 8.64279e-07  o
3.36105 1.0221e-06  o
3.31853 1.19542e-06  o
3.27589 1.3834e-06  o
3.23318 1.58489e-06  o
3.19049 1.7985e-06  o
3.14786 2.02266e-06  o
3.10537 2.25565e-06  o
3.06306 2.49577e-06  o
3.02098 2.7413e-06  o
2.97917 2.99064e-06  o
2.93767 3.24232e-06  o
2.8965 3.49505e-06  o
