
# Curve 0 of 1, 100 points
# Curve title: ""results/line_fullscan_Weyl_T.dat""
# x y type
 0.001  9.54993e-17  o
 0.0012045  2.20586e-18  o
 0.00145083  1.11786e-18  o
 0.00174753  1.66712e-18  o
 0.0021049  1.89089e-18  o
 0.00253536  1.30412e-18  o
 0.00305386  7.678e-19  o
 0.00367838  3.99889e-19  o
 0.00443062  1.29151e-19  o
 0.0053367  1.26949e-19  o
 0.00642807  2.46154e-19  o
 0.00774264  2.163e-19  o
 0.00932604  1.02575e-19  o
 0.0112332  5.88762e-20  o
 0.0135305  4.6712e-20  o
 0.0162975  3.30889e-20  o
 0.0196304  2.1231e-20  o
 0.0236449  1.33661e-20  o
 0.0284804  8.24846e-21  o
 0.0343047  5.07099e-21  o
 0.0413201  3.19047e-21  o
 0.0497702  2.04576e-21  o
 0.0599484  1.39901e-21  o
 0.0722081  1.14784e-21  o
 0.0869749  1.11931e-21  o
 0.104762  1.01978e-21  o
 0.126186  6.93801e-22  o
 0.151991  3.81183e-22  o
 0.183074  2.15986e-22  o
 0.220513  1.39131e-22  o
 0.265609  9.95026e-23  o
 0.319927  7.48738e-23  o
 0.385353  5.54574e-23  o
 0.464159  4.04497e-23  o
 0.559081  2.96041e-23  o
 0.673415  2.07184e-23  o
 0.811131  1.36992e-23  o
 0.97701  9.3871e-24  o
 1.17681  7.15126e-24  o
 1.41747  5.8139e-24  o
 1.70735  4.64776e-24  o
 2.05651  3.40154e-24  o
 2.47708  2.14215e-24  o
 2.98364  1.16627e-24  o
 3.59369  6.06785e-25  o
 4.32714  3.54776e-25  o
 5.19948  3.1597e-25  o
 6.18894  9.23133e-25  o
 7.15478  3.22581e-23  o
 7.77861  2.4459e-20  o
 7.74279  7.70453e-17  o
 7.06806  5.51426e-14  o
 6.08832  2.20802e-12  o
 5.10695  1.01293e-11  o
 4.24847  1.83438e-11  o
 3.52812  2.57917e-11  o
 2.92918  3.31862e-11  o
 2.43186  3.89874e-11  o
 2.01898  4.37947e-11  o
 1.67619  5.16718e-11  i
 1.3916  6.55813e-11  i
 1.15533  8.32774e-11  i
 0.959178  9.8798e-11  i
 0.796326  1.11106e-10  i
 0.661124  1.26116e-10  i
 0.548877  1.4816e-10  i
 0.455687  1.74805e-10  i
 0.378319  2.01651e-10  i
 0.314087  2.29951e-10  i
 0.260761  2.67489e-10  i
 0.216488  3.23511e-10  i
 0.179732  3.99786e-10  i
 0.149217  4.86415e-10  i
 0.123883  5.76641e-10  i
 0.102849  6.79546e-10  i
 0.0853874  8.13494e-10  i
 0.0708902  9.92784e-10  i
 0.0588542  1.21275e-09  i
 0.0488618  1.46561e-09  i
 0.040566  1.7741e-09  i
 0.0336786  2.14971e-09  i
 0.0279605  2.55829e-09  i
 0.0232133  3.01295e-09  i
 0.0192721  3.58807e-09  i
 0.016  4.37187e-09  i
 0.0132835  5.35842e-09  i
 0.0110282  6.3036e-09  i
 0.00915582  7.27067e-09  o
 0.00760132  8.61751e-09  o
 0.00631075  1.04639e-08  o
 0.00523929  1.2975e-08  o
 0.00434975  1.60733e-08  o
 0.00361124  1.96204e-08  o
 0.00299812  2.26817e-08  o
 0.00248909  2.7245e-08  o
 0.00206648  3.33733e-08  o
 0.00171563  3.63038e-08  o
 0.00142435  4.75869e-08  o
 0.00118252  5.64455e-08  o
 0.001  9.54993e-17  o

