0.0999322	6.31802e-06
0.1	6.29917e-06
0.120007	4.00493e-06
#0.139991	2.30224e-06
0.138699	2.20224e-06
#0.150003	1.20028e-06
#0.199942	9.00122e-08
#0.249923	3.00127e-08
#0.270025	2.6979e-08
0.138699	8.90399e-08
0.139802	8.3088e-08
0.141566	7.62079e-08
0.143771	6.86958e-08
0.144432	6.63601e-08
0.144873	6.52192e-08
0.145755	6.08652e-08
0.146637	5.58201e-08
0.1473	5.20888e-08
0.147741	4.86069e-08
0.148402	4.38155e-08
0.149946	3.2655e-08
0.152812	1.97757e-08
0.154136	1.52573e-08
0.154577	1.44865e-08
0.155018	1.37534e-08
0.155458	1.35181e-08
0.155899	1.32857e-08
0.15612	1.35181e-08
0.156781	1.39939e-08
0.157443	1.44865e-08
0.157663	1.47386e-08
0.158325	1.47386e-08
0.158545	1.44865e-08
0.160309	1.23976e-08
0.160529	1.21856e-08
0.16097	1.19761e-08
0.161411	1.21856e-08
0.162515	1.26145e-08
0.163617	1.26145e-08
0.165822	1.23976e-08
0.167806	1.19761e-08
0.168247	1.19761e-08
0.168468	1.21856e-08
0.169129	1.23976e-08
0.169792	1.30585e-08
0.170674	1.44865e-08
0.171335	1.52573e-08
0.172658	1.84555e-08
0.173319	1.97757e-08
0.17354	2.01217e-08
0.174642	2.27105e-08
0.175083	2.39211e-08
0.175744	2.43373e-08
0.175744	2.4763e-08
0.176185	2.4763e-08
0.177509	2.43373e-08
0.17795	2.43373e-08
0.178391	2.4763e-08
0.179493	2.56346e-08
0.179934	2.60807e-08
0.180375	2.60807e-08
0.180596	2.56346e-08
0.181037	2.51939e-08
0.181478	2.39211e-08
0.182801	2.11924e-08
0.184345	1.66363e-08
0.184786	1.57943e-08
0.185007	1.55242e-08
0.185448	1.52573e-08
0.185668	1.55242e-08
0.18633	1.57943e-08
0.18677	1.63503e-08
0.187211	1.63503e-08
0.187432	1.60706e-08
0.187652	1.60706e-08
0.187873	1.55242e-08
0.188314	1.44865e-08
0.188975	1.30585e-08
0.189637	1.13711e-08
0.191841	7.63929e-09
0.193606	5.59608e-09
0.194268	5.22201e-09
0.194488	5.04445e-09
0.194929	4.78916e-09
0.196472	4.24324e-09
0.197795	3.63173e-09
0.198236	3.56929e-09
0.198677	3.50824e-09
0.198677	3.56929e-09
0.198899	3.69492e-09
0.19934	3.82497e-09
0.200222	4.24324e-09
0.200442	4.31707e-09
0.200883	4.5472e-09
0.201545	5.22201e-09
0.202426	5.89385e-09
0.20419	7.50865e-09
0.204631	8.04578e-09
0.204852	8.47467e-09
0.205072	9.23977e-09
0.205513	1.09844e-08
0.205954	1.26145e-08
0.206174	1.35181e-08
0.206395	1.42374e-08
0.206615	1.47386e-08
0.207056	1.49964e-08
0.207278	1.52573e-08
0.207498	1.52573e-08
0.20838	1.47386e-08
0.208821	1.47386e-08
0.209923	1.44865e-08
0.210805	1.42374e-08
0.21301	1.32857e-08
0.213231	1.35181e-08
0.214112	1.39939e-08
0.214553	1.44865e-08
0.214994	1.44865e-08
0.215216	1.42374e-08
0.215657	1.39939e-08
0.21698	1.26145e-08
0.218303	1.11756e-08
0.218964	1.04285e-08
0.219185	1.02502e-08
0.220067	9.90165e-09
0.220508	9.73231e-09
0.220949	9.40141e-09
0.221169	9.08175e-09
0.222271	7.37955e-09
0.222713	7.00672e-09
0.222934	6.76849e-09
0.223154	6.65212e-09
0.223595	6.53836e-09
0.224036	6.53836e-09
0.224918	6.65212e-09
0.225139	6.76849e-09
0.2258	7.12864e-09
0.22602	7.37955e-09
0.226461	7.50865e-09
0.226682	7.50865e-09
0.226902	7.37955e-09
0.226902	7.25334e-09
0.227123	7.00672e-09
0.227343	6.65212e-09
0.227564	6.20746e-09
0.228446	4.5472e-09
0.228666	4.09897e-09
0.229768	2.80168e-09
0.22999	2.48232e-09
0.230431	2.31638e-09
0.230651	2.19936e-09
0.230872	2.08805e-09
0.231313	1.98256e-09
0.231754	1.91515e-09
0.231974	1.88222e-09
0.232415	1.88222e-09
0.232636	1.94847e-09
0.233076	2.01705e-09
0.233297	2.08805e-09
0.233517	2.27656e-09
0.233958	2.48232e-09
0.234399	2.80168e-09
0.234399	2.95103e-09
0.23462	3.21745e-09
0.23484	3.56929e-09
0.235502	5.13222e-09
0.235722	5.79251e-09
0.235943	6.31605e-09
0.236163	6.76849e-09
0.236384	7.37955e-09
0.236825	8.18653e-09
0.237267	8.92561e-09
0.237487	9.40141e-09
0.237708	9.73231e-09
0.238149	1.00749e-08
0.238369	1.02502e-08
0.23859	1.02502e-08
0.23881	1.00749e-08
0.239913	9.40141e-09
0.241235	8.04578e-09
0.241456	7.90818e-09
0.241676	7.77221e-09
0.242117	7.90818e-09
0.242338	8.04578e-09
0.242999	8.47467e-09
0.24344	9.08175e-09
0.243661	9.23977e-09
0.243881	9.73231e-09
0.244764	1.06109e-08
0.244983	1.09844e-08
0.245205	1.11756e-08
0.245646	1.11756e-08
0.246969	1.00749e-08
